event_title;venue_title;address;zip_code;city;state;phone_number;date;time;lowest_price;highest_price;source_url
Gov't Mule;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2024-02-09;20:00;81;332;https://seatgeek.com/gov-t-mule-tickets/seattle-washington-moore-theatre-2024-02-09-8-pm/concert/6223472
Mayer Hawthorne;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-02-09;20:00;57;491;https://seatgeek.com/mayer-hawthorne-tickets/seattle-washington-neptune-theatre-wa-2024-02-09-8-pm/concert/6202639
The Temptations;Paramount Theatre - WA;911 Pine Street;98101;Seattle;WA;;2024-02-10;20:00;68;2276;https://seatgeek.com/the-temptations-tickets/seattle-washington-paramount-theatre-wa-2024-02-10-8-pm/concert/6012083
Postmodern Jukebox;Paramount Theatre - WA;911 Pine Street;98101;Seattle;WA;;2024-02-11;20:00;58;999;https://seatgeek.com/postmodern-jukebox-tickets/seattle-washington-paramount-theatre-wa-2024-02-11-8-pm/concert/6202977
Eliades Ochoa;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2024-02-13;19:30;51;238;https://seatgeek.com/eliades-ochoa-tickets/seattle-washington-moore-theatre-2024-02-13-7-30-pm/concert/6063460
Maddie Zahm;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-02-15;20:00;50;491;https://seatgeek.com/maddie-zahm-tickets/seattle-washington-neptune-theatre-wa-2024-02-15-8-pm/concert/6211981
Silversun Pickups;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2024-02-15;20:00;60;935;https://seatgeek.com/silversun-pickups-tickets/seattle-washington-moore-theatre-2024-02-15-8-pm/concert/6248522
The Beaches;Neumos;925 East Pike Street;98122;Seattle;WA;;2024-02-15;20:00;49;439;https://seatgeek.com/the-beaches-tickets/seattle-washington-neumos-2024-02-15-8-pm/concert/6255069
Feist;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2024-02-16;20:00;71;451;https://seatgeek.com/feist-tickets/seattle-washington-showbox-sodo-2024-02-16-8-pm/concert/6249631
Lukas Graham;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-02-16;20:00;62;524;https://seatgeek.com/lukas-graham-tickets/seattle-washington-neptune-theatre-wa-2024-02-16-8-pm/concert/6176520
Cory Wong;Paramount Theatre - WA;911 Pine Street;98101;Seattle;WA;;2024-02-16;20:00;55;741;https://seatgeek.com/cory-wong-tickets/seattle-washington-paramount-theatre-wa-2024-02-16-8-pm/concert/6146043
The Beaches;Neumos;925 East Pike Street;98122;Seattle;WA;;2024-02-16;20:00;76;305;https://seatgeek.com/the-beaches-tickets/seattle-washington-neumos-2024-02-16-8-pm/concert/6233098
The Devil Wears Prada and Fit For A King;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2024-02-17;19:00;59;451;https://seatgeek.com/the-devil-wears-prada-tickets/seattle-washington-showbox-sodo-2024-02-17-7-pm/concert/6249741
TobyMac with Cory Asbury, Mac Powell, Tasha Layton, John Reddick, and Terrian;ShoWare Center;625 West James Street;98032;Kent;WA;;2024-02-17;19:00;56;340;https://seatgeek.com/tobymac-tickets/kent-washington-showare-center-2024-02-17-7-pm/concert/6179911
Madonna (Rescheduled from 7/18/2023);Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2024-02-17;20:30;107;3762;https://seatgeek.com/madonna-tickets/seattle-washington-climate-pledge-arena-3-2024-02-17-8-30-pm/concert/5915065
Madonna (Rescheduled from 7/19/2023);Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2024-02-18;20:30;105;3845;https://seatgeek.com/madonna-tickets/seattle-washington-climate-pledge-arena-3-2024-02-18-8-30-pm/concert/5920537
Em Beihold;Neumos;925 East Pike Street;98122;Seattle;WA;;2024-02-22;19:00;54;451;https://seatgeek.com/em-beihold-tickets/seattle-washington-neumos-2024-02-22-7-pm/concert/6232758
Katy Kirby;Barboza;925 East Pike Street;98122;Seattle;WA;;2024-02-22;19:00;52;140;https://seatgeek.com/katy-kirby-tickets/seattle-washington-barboza-2024-02-22-7-pm/concert/6249649
Mahalia;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-02-22;20:00;56;474;https://seatgeek.com/mahalia-tickets/seattle-washington-neptune-theatre-wa-2024-02-22-8-pm/concert/6211982
The Hotelier and Foxing;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2024-02-23;17:45;55;189;https://seatgeek.com/the-hotelier-tickets/seattle-washington-the-crocodile-2-2024-02-23-5-45-pm/concert/6064910
COBRAH;Neumos;925 East Pike Street;98122;Seattle;WA;;2024-02-23;20:00;73;469;https://seatgeek.com/cobrah-tickets/seattle-washington-neumos-2024-02-23-8-pm/concert/6242507
Dorian Electra with Frost Children;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-02-23;20:00;57;469;https://seatgeek.com/dorian-electra-tickets/seattle-washington-neptune-theatre-wa-2024-02-23-8-pm/concert/6225687
The Music of David Bowie for Kids;Benaroya Hall;200 University Street;98101;Seattle;WA;;2024-02-23;20:00;85;183;https://seatgeek.com/the-music-of-david-bowie-for-kids-tickets/seattle-washington-benaroya-hall-2024-02-23-8-pm/concert/6177555
Sarah Jarosz;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2024-02-24;18:00;54;134;https://seatgeek.com/sarah-jarosz-tickets/seattle-washington-the-crocodile-2-2024-02-24-6-pm/concert/6220001
Eli Young Band;Admiral Theatre;515 Pacific Avenue;98337;Bremerton;WA;;2024-02-24;19:30;63;188;https://seatgeek.com/eli-young-band-tickets/bremerton-washington-admiral-theatre-2024-02-24-7-30-pm/concert/6226861
Kitchen Dwellers;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-02-24;20:00;51;451;https://seatgeek.com/kitchen-dwellers-tickets/seattle-washington-neptune-theatre-wa-2024-02-24-8-pm/concert/6249829
Voctave;Federal Way Performing Arts Event Center Theater;31510 Pete von Reichbauer Way South;98003;Federal Way;WA;;2024-02-25;19:30;132;166;https://seatgeek.com/voctave-tickets/federal-way-washington-federal-way-performing-arts-event-center-theater-2-2024-02-25-7-30-pm/concert/6232404
Helado Negro;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-02-25;20:00;42;469;https://seatgeek.com/helado-negro-tickets/seattle-washington-neptune-theatre-wa-2024-02-25-8-pm/concert/6238959
Waterparks;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2024-02-26;19:00;70;451;https://seatgeek.com/waterparks-tickets/seattle-washington-showbox-sodo-2024-02-26-7-pm/concert/6234104
Jeff Rosenstock with Small Crush;The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-12-11;19:00;60;467;https://seatgeek.com/jeff-rosenstock-tickets/seattle-washington-the-showbox-2023-12-11-7-pm/concert/6035314
Cattle Decapitation;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-12-11;19:00;61;153;https://seatgeek.com/cattle-decapitation-tickets/seattle-washington-the-crocodile-2-2023-12-11-7-pm/concert/6112163
Armor For Sleep;El Corazon;109 Eastlake Ave E;98109;Seattle;WA;;2023-12-11;19:30;61;524;https://seatgeek.com/armor-for-sleep-tickets/seattle-washington-el-corazon-2023-12-11-7-30-pm/concert/6106405
Devendra Banhart;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-12-12;20:00;54;469;https://seatgeek.com/devendra-banhart-tickets/seattle-washington-neptune-theatre-wa-2023-12-12-8-pm/concert/6058620
The Midtown Men;Kirkland Performance Center;350 Kirkland Avenue;98033;Kirkland;WA;;2023-12-13;19:00;143;173;https://seatgeek.com/the-midtown-men-tickets/kirkland-washington-kirkland-performance-center-2023-12-13-7-pm/concert/6254571
Mariachi Sol de Mexico;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-12-13;19:30;58;564;https://seatgeek.com/mariachi-sol-de-mexico-tickets/seattle-washington-moore-theatre-2023-12-13-7-30-pm/concert/6063465
Grieves;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-12-14;19:00;51;145;https://seatgeek.com/grieves-tickets/seattle-washington-the-crocodile-2-2023-12-14-7-pm/concert/6255677
Paul Cauthen (21+);The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-12-14;20:30;76;524;https://seatgeek.com/paul-cauthen-tickets/seattle-washington-the-showbox-2023-12-14-8-30-pm/concert/6113476
The Midtown Men;Admiral Theatre;515 Pacific Avenue;98337;Bremerton;WA;;2023-12-15;19:30;59;169;https://seatgeek.com/the-midtown-men-tickets/bremerton-washington-admiral-theatre-2023-12-15-7-30-pm/concert/6231442
Ginger Root;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-12-15;20:00;63;557;https://seatgeek.com/ginger-root-tickets/seattle-washington-neptune-theatre-wa-2023-12-15-8-pm/concert/6174169
Cayucas (21+);Nectar Lounge;412 North 36th Street;98103;Seattle;WA;;2023-12-16;20:00;45;116;https://seatgeek.com/cayucas-tickets/seattle-washington-nectar-lounge-2023-12-16-8-pm/concert/6128081
Dance Yourself Clean;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-12-16;21:00;17;158;https://seatgeek.com/dance-yourself-clean-tickets/seattle-washington-chop-suey-2023-12-16-9-pm/concert/6168704
Apashe;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-12-16;22:00;83;496;https://seatgeek.com/apashe-tickets/seattle-washington-showbox-sodo-2023-12-16-10-pm/concert/6118792
Matt Rogers;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-12-19;20:00;66;631;https://seatgeek.com/matt-rogers-tickets/seattle-washington-moore-theatre-2023-12-19-8-pm/concert/6220240
Portland Cello Project;Kirkland Performance Center;350 Kirkland Avenue;98033;Kirkland;WA;;2023-12-21;19:00;88;160;https://seatgeek.com/portland-cello-project-tickets/kirkland-washington-kirkland-performance-center-2023-12-21-7-pm/concert/6254570
Zakk Sabbath with The Native Howl;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-12-21;19:30;77;474;https://seatgeek.com/zakk-sabbath-tickets/seattle-washington-neptune-theatre-wa-2023-12-21-7-30-pm/concert/6214777
Macklemore & Ryan Lewis;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-12-21;19:30;60;3481;https://seatgeek.com/macklemore-ryan-lewis-tickets/seattle-washington-climate-pledge-arena-3-2023-12-21-7-30-pm/concert/6047598
The Jinkx and Dela Holiday Show - Seattle;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-12-21;20:00;82;711;https://seatgeek.com/jinkx-monsoon-tickets/seattle-washington-moore-theatre-2023-12-21-8-pm/concert/6094684
Macklemore & Ryan Lewis;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-12-22;19:30;65;1182;https://seatgeek.com/macklemore-ryan-lewis-tickets/seattle-washington-climate-pledge-arena-3-2023-12-22-7-30-pm/concert/6051788
The Jinkx and Dela Holiday Show - Seattle;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-12-22;20:00;71;954;https://seatgeek.com/jinkx-monsoon-tickets/seattle-washington-moore-theatre-2023-12-22-8-pm/concert/6094685
The Jinkx and Dela Holiday Show - Seattle;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-12-23;20:00;82;1188;https://seatgeek.com/jinkx-monsoon-tickets/seattle-washington-moore-theatre-2023-12-23-8-pm/concert/6094687
Dance Yourself Clean;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-12-23;21:00;17;158;https://seatgeek.com/dance-yourself-clean-tickets/seattle-washington-chop-suey-2023-12-23-9-pm/concert/6168703
The Jinkx and Dela Holiday Show - Seattle;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-12-24;15:00;82;848;https://seatgeek.com/jinkx-monsoon-tickets/seattle-washington-moore-theatre-2023-12-24-3-pm/concert/6094689
Samantha Fish;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-12-29;18:00;69;157;https://seatgeek.com/samantha-fish-tickets/seattle-washington-the-crocodile-2-2023-12-29-6-pm/concert/6255679
Samantha Fish;Admiral Theatre;515 Pacific Avenue;98337;Bremerton;WA;;2023-12-30;19:30;54;138;https://seatgeek.com/samantha-fish-tickets/bremerton-washington-admiral-theatre-2023-12-30-7-30-pm/concert/6218392
The Bridge City Sinners;McMenamins Elks Temple;565 Broadway;98402;Tacoma;WA;;2023-12-30;20:00;63;113;https://seatgeek.com/the-bridge-city-sinners-tickets/tacoma-washington-mcmenamins-elks-temple-2023-12-30-8-pm/concert/6232216
MxPx with Diesel Boy;The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-12-30;20:30;67;546;https://seatgeek.com/mxpx-tickets/seattle-washington-the-showbox-2023-12-30-8-30-pm/concert/6220916
Dance Yourself Clean;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-12-30;21:00;17;163;https://seatgeek.com/dance-yourself-clean-tickets/seattle-washington-chop-suey-2023-12-30-9-pm/concert/6168705
Heart;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-12-31;20:00;89;9024;https://seatgeek.com/heart-tickets/seattle-washington-climate-pledge-arena-3-2023-12-31-8-pm/concert/6250495
The Motet with Too Many Zooz;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-12-31;20:45;70;563;https://seatgeek.com/the-motet-tickets/seattle-washington-neptune-theatre-wa-2023-12-31-8-45-pm/concert/6209280
Heart By Heart;Suquamish Clearwater Casino Resort Event Lawn;15347 Suquamish Way NE;98392;Suquamish;WA;;2023-12-31;21:00;61;131;https://seatgeek.com/heart-by-heart-tickets/suquamish-washington-suquamish-clearwater-casino-resort-event-lawn-2023-12-31-9-pm/concert/6171518
Black Flag;El Corazon;109 Eastlake Ave E;98109;Seattle;WA;;2024-01-03;20:00;66;524;https://seatgeek.com/black-flag-tickets/seattle-washington-el-corazon-2024-01-03-8-pm/concert/6230897
Sonic Symphony;Paramount Theatre - WA;911 Pine Street;98101;Seattle;WA;;2024-01-05;20:00;89;565;https://seatgeek.com/sonic-symphony-tickets/seattle-washington-paramount-theatre-wa-2024-01-05-8-pm/concert/6091754
Uptown Funk;Suquamish Clearwater Casino Resort Event Lawn;15347 Suquamish Way NE;98392;Suquamish;WA;;2024-01-06;20:00;41;148;https://seatgeek.com/uptown-funk-tickets/suquamish-washington-suquamish-clearwater-casino-resort-event-lawn-2024-01-06-8-pm/concert/6233790
Joe List;Tacoma Comedy Club;933 Market Street;98402;Tacoma;WA;;2024-01-11;19:30;108;178;https://seatgeek.com/joe-list-tickets/tacoma-washington-tacoma-comedy-club-2024-01-11-7-30-pm/concert/6190128
Joe List;Tacoma Comedy Club;933 Market Street;98402;Tacoma;WA;;2024-01-12;19:30;108;179;https://seatgeek.com/joe-list-tickets/tacoma-washington-tacoma-comedy-club-2024-01-12-7-30-pm/concert/6190127
Dru Hill;Emerald Queen Casino;2102 Alexander Ave;98404;Tacoma;WA;;2024-01-12;20:30;71;605;https://seatgeek.com/dru-hill-tickets/tacoma-washington-emerald-queen-casino-2024-01-12-8-30-pm/concert/6253481
Joe List;Tacoma Comedy Club;933 Market Street;98402;Tacoma;WA;;2024-01-12;22:15;108;179;https://seatgeek.com/joe-list-tickets/tacoma-washington-tacoma-comedy-club-2024-01-12-10-15-pm/concert/6190126
Joe List;Tacoma Comedy Club;933 Market Street;98402;Tacoma;WA;;2024-01-13;19:00;108;179;https://seatgeek.com/joe-list-tickets/tacoma-washington-tacoma-comedy-club-2024-01-13-7-pm/concert/6190125
Plaid;Barboza;925 East Pike Street;98122;Seattle;WA;;2024-01-13;19:00;54;62;https://seatgeek.com/plaid-tickets/seattle-washington-barboza-2024-01-13-7-pm/concert/6096844
Odie Leigh;Neumos;925 East Pike Street;98122;Seattle;WA;;2024-01-13;19:00;50;545;https://seatgeek.com/odie-leigh-tickets/seattle-washington-neumos-2024-01-13-7-pm/concert/6242147
Joe List;Tacoma Comedy Club;933 Market Street;98402;Tacoma;WA;;2024-01-13;21:45;108;179;https://seatgeek.com/joe-list-tickets/tacoma-washington-tacoma-comedy-club-2024-01-13-9-45-pm/concert/6190124
Dinosaur Jr.;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-01-17;20:00;83;491;https://seatgeek.com/dinosaur-jr-tickets/seattle-washington-neptune-theatre-wa-2024-01-17-8-pm/concert/6202635
Dinosaur Jr.;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-01-18;20:00;84;509;https://seatgeek.com/dinosaur-jr-tickets/seattle-washington-neptune-theatre-wa-2024-01-18-8-pm/concert/6202636
Pink Martini;Admiral Theatre;515 Pacific Avenue;98337;Bremerton;WA;;2024-01-19;19:30;60;155;https://seatgeek.com/pink-martini-tickets/bremerton-washington-admiral-theatre-2024-01-19-7-30-pm/concert/6185481
Parker McCollum with Larry Fleet;Angel of the Winds Arena;2000 Hewitt Ave;98201;Everett;WA;;2024-01-19;19:30;44;1552;https://seatgeek.com/parker-mccollum-tickets/everett-washington-angel-of-the-winds-arena-2024-01-19-7-30-pm/concert/6234238
Distant Worlds: Music From Final Fantasy;McCaw Hall;321 Mercer Street;98109;Seattle;WA;;2024-01-19;20:00;128;1106;https://seatgeek.com/distant-worlds-tickets/seattle-washington-mccaw-hall-2024-01-19-8-pm/concert/6229140
Distant Worlds: Music From Final Fantasy;McCaw Hall;321 Mercer Street;98109;Seattle;WA;;2024-01-20;20:00;105;562;https://seatgeek.com/final-fantasy-tickets/seattle-washington-mccaw-hall-2024-01-20-8-pm/concert/6184781
Slaughter Beach, Dog;The Showbox;1426 1st Ave;98101;Seattle;WA;;2024-01-20;21:00;59;468;https://seatgeek.com/slaughter-beach-dog-tickets/seattle-washington-the-showbox-2024-01-20-9-pm/concert/6162056
Qveen Herby;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2024-01-21;18:00;71;563;https://seatgeek.com/qveen-herby-tickets/seattle-washington-the-crocodile-2-2024-01-21-6-pm/concert/6255090
Dance Yourself Clean;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-11-25;21:00;17;158;https://seatgeek.com/dance-yourself-clean-tickets/seattle-washington-chop-suey-2023-11-25-9-pm/concert/6168709
Depeche Mode;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-11-26;19:00;117;5431;https://seatgeek.com/depeche-mode-tickets/seattle-washington-climate-pledge-arena-3-2023-11-26-7-pm/concert/5946506
Katatonia;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-26;19:30;72;422;https://seatgeek.com/katatonia-tickets/seattle-washington-neptune-theatre-wa-2023-11-26-7-30-pm/concert/6157657
Dirty Honey;The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-11-26;19:45;51;524;https://seatgeek.com/dirty-honey-tickets/seattle-washington-the-showbox-2023-11-26-7-45-pm/concert/6122287
Worakls;Madame Lou's;2505 1st Ave;98121;Seattle;WA;;2023-11-26;20:30;58;163;https://seatgeek.com/worakls-tickets/seattle-washington-madame-lou-s-2023-11-26-8-30-pm/concert/6224982
Majid Jordan;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-11-27;20:00;59;491;https://seatgeek.com/majid-jordan-tickets/seattle-washington-showbox-sodo-2023-11-27-8-pm/concert/6214029
Yussef Dayes;The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-11-28;20:00;58;451;https://seatgeek.com/yussef-dayes-tickets/seattle-washington-the-showbox-2023-11-28-8-pm/concert/6172358
Quicksand (21+);Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-29;19:00;62;467;https://seatgeek.com/quicksand-tickets/seattle-washington-neumos-2023-11-29-7-pm/concert/6064931
Living Legends with Brother Ali (21+);The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-11-29;20:00;70;557;https://seatgeek.com/living-legends-tickets/seattle-washington-the-showbox-2023-11-29-8-pm/concert/6146692
Indigo De Souza;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-29;20:00;45;524;https://seatgeek.com/indigo-de-souza-tickets/seattle-washington-neptune-theatre-wa-2023-11-29-8-pm/concert/6176517
Buster Shuffle;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-11-30;19:00;67;67;https://seatgeek.com/buster-shuffle-tickets/seattle-washington-the-crocodile-2-2023-11-30-7-pm/concert/6124932
Big Wreck (21+);Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-30;19:00;50;524;https://seatgeek.com/big-wreck-tickets/seattle-washington-neumos-2023-11-30-7-pm/concert/6252883
Busty and the Bass (21+);Barboza;925 East Pike Street;98122;Seattle;WA;;2023-11-30;19:00;54;140;https://seatgeek.com/busty-and-the-bass-tickets/seattle-washington-barboza-2023-11-30-7-pm/concert/6229559
David Robertson;Benaroya Hall;200 University Street;98101;Seattle;WA;;2023-11-30;19:30;158;1021;https://seatgeek.com/david-robertson-tickets/seattle-washington-benaroya-hall-2023-11-30-7-30-pm/concert/6203634
Suicidal Tendencies (21+);Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-11-30;20:00;76;619;https://seatgeek.com/suicidal-tendencies-tickets/seattle-washington-showbox-sodo-2023-11-30-8-pm/concert/6172348
Elephant Revival with Joe Purdy;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-30;20:00;64;545;https://seatgeek.com/elephant-revival-tickets/seattle-washington-neptune-theatre-wa-2023-11-30-8-pm/concert/6168463
alt-j;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-12-01;20:00;147;1130;https://seatgeek.com/alt-j-tickets/seattle-washington-showbox-sodo-2023-12-01-8-pm/concert/6091786
CRi - Christophe Dube (18+);Neumos;925 East Pike Street;98122;Seattle;WA;;2023-12-01;21:00;61;85;https://seatgeek.com/cri-christophe-dube-tickets/seattle-washington-neumos-2023-12-01-9-pm/concert/6230387
For King & Country;Angel of the Winds Arena;2000 Hewitt Ave;98201;Everett;WA;;2023-12-02;19:00;55;1178;https://seatgeek.com/for-king-country-tickets/everett-washington-angel-of-the-winds-arena-2023-12-02-7-pm/concert/6091288
The 1975;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-12-02;19:30;42;1304;https://seatgeek.com/the-1975-tickets/seattle-washington-climate-pledge-arena-3-2023-12-02-7-30-pm/concert/6055892
Jenny Lewis;Paramount Theatre - WA;911 Pine Street;98101;Seattle;WA;;2023-12-02;20:00;60;814;https://seatgeek.com/jenny-lewis-tickets/seattle-washington-paramount-theatre-wa-2023-12-02-8-pm/concert/6175364
Alt-J (21+);Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-12-02;20:00;125;1119;https://seatgeek.com/alt-j-tickets/seattle-washington-showbox-sodo-2023-12-02-8-pm/concert/6109416
Dance Yourself Clean;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-12-02;21:00;17;158;https://seatgeek.com/dance-yourself-clean-tickets/seattle-washington-chop-suey-2023-12-02-9-pm/concert/6168706
David Robertson;Benaroya Hall;200 University Street;98101;Seattle;WA;;2023-12-03;14:00;158;1061;https://seatgeek.com/david-robertson-tickets/seattle-washington-benaroya-hall-2023-12-03-2-pm/concert/6203635
Kidz Bop;Paramount Theatre - WA;911 Pine Street;98101;Seattle;WA;;2023-12-03;16:00;63;812;https://seatgeek.com/kidz-bop-tickets/seattle-washington-paramount-theatre-wa-2023-12-03-4-pm/concert/6174839
Mammoth WVH with Nita Strauss (21+);The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-12-03;19:30;81;469;https://seatgeek.com/mammoth-wvh-tickets/seattle-washington-the-showbox-2023-12-03-7-30-pm/concert/6092031
Alt-J;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-12-03;20:00;113;263;https://seatgeek.com/alt-j-tickets/seattle-washington-showbox-sodo-2023-12-03-8-pm/concert/6122448
Codeine;Barboza;925 East Pike Street;98122;Seattle;WA;;2023-12-04;19:00;60;146;https://seatgeek.com/codeine-tickets/seattle-washington-barboza-2023-12-04-7-pm/concert/6096843
Hania Rani;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-12-05;19:30;50;68;https://seatgeek.com/hania-rani-tickets/seattle-washington-neptune-theatre-wa-2023-12-05-7-30-pm/concert/6042888
Blue Oyster Cult (21+);Muckleshoot Events Center;2402 Auburn Way South;98002;Auburn;WA;;2023-12-05;20:00;96;528;https://seatgeek.com/blue-oyster-cult-tickets/auburn-washington-muckleshoot-events-center-2-2023-12-05-8-pm/concert/6132312
MoneyBagg Yo (Rescheduled from 9/12) (Moved from Showbox SODO);The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-12-05;20:00;116;537;https://seatgeek.com/moneybagg-yo-tickets/seattle-washington-the-showbox-2023-12-05-8-pm/concert/6052587
TV Girl;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-12-06;20:00;451;842;https://seatgeek.com/tv-girl-tickets/seattle-washington-showbox-sodo-2023-12-06-8-pm/concert/6034150
Beauty School Dropout;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-12-06;20:00;48;153;https://seatgeek.com/beauty-school-dropout-tickets/seattle-washington-chop-suey-2023-12-06-8-pm/concert/6154182
The Menzingers;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-12-07;19:30;70;524;https://seatgeek.com/the-menzingers-tickets/seattle-washington-showbox-sodo-2023-12-07-7-30-pm/concert/6129669
Kate Berlant;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-12-07;19:30;72;189;https://seatgeek.com/kate-berlant-tickets/seattle-washington-neptune-theatre-wa-2023-12-07-7-30-pm/concert/6249827
Eem Triplin;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-12-07;20:00;34;259;https://seatgeek.com/eem-triplin-tickets/seattle-washington-chop-suey-2023-12-07-8-pm/concert/6222398
K-Love Christmas Tour with Danny Gokey, Natalie Grant and Mac Powell;New Life Church;;98203;Everett;WA;;2023-12-08;19:00;110;110;https://seatgeek.com/k-love-christmas-tour-tickets/everett-washington-new-life-church-27-2023-12-08-7-pm/concert/6098113
Enrique Iglesias, Pitbull and Ricky Martin;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-12-08;19:00;203;5746;https://seatgeek.com/juno-awards-tickets/seattle-washington-climate-pledge-arena-3-2023-12-08-7-pm/concert/6042456
Hiss Golden Messenger;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-12-08;20:00;51;451;https://seatgeek.com/hiss-golden-messenger-tickets/seattle-washington-neptune-theatre-wa-2023-12-08-8-pm/concert/6138418
Hot Mulligan;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-12-08;20:00;80;1140;https://seatgeek.com/hot-mulligan-tickets/seattle-washington-showbox-sodo-2023-12-08-8-pm/concert/6108167
Natalia LaFourcade;WaMu Theater;800 Occidental Avenue South;98134;Seattle;WA;;2023-12-08;20:00;103;1410;https://seatgeek.com/natalia-lafourcade-tickets/seattle-washington-wamu-theater-2023-12-08-8-pm/concert/6130652
Highly Suspect;Showbox Market;;;Seattle;WA;;2023-12-09;20:00;84;467;https://seatgeek.com/highly-suspect-tickets/seattle-washington-showbox-market-2023-12-09-8-pm/concert/6036002
Laszewo;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-12-09;20:00;54;130;https://seatgeek.com/laszewo-tickets/seattle-washington-neumos-2023-12-09-8-pm/concert/6114240
