event_title;venue_title;address;zip_code;city;state;phone_number;date;time;lowest_price;highest_price;source_url
Time For Three;Federal Way Performing Arts Event Center Theater;31510 Pete von Reichbauer Way South;98003;Federal Way;WA;;2024-03-14;19:30;86;166;https://seatgeek.com/time-for-three-tickets/federal-way-washington-federal-way-performing-arts-event-center-theater-2-2024-03-14-7-30-pm/concert/6232409
Chelsea Cutler;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2024-03-14;20:00;63;479;https://seatgeek.com/chelsea-cutler-tickets/seattle-washington-showbox-sodo-2024-03-14-8-pm/concert/6240728
Blake Shelton;Tacoma Dome;2727 East D Street;98421;Tacoma;WA;;2024-03-15;19:00;88;7050;https://seatgeek.com/blake-shelton-tickets/tacoma-washington-tacoma-dome-2024-03-15-7-pm/concert/6239697
Tiffany;Kirkland Performance Center;350 Kirkland Avenue;98033;Kirkland;WA;;2024-03-15;19:00;172;287;https://seatgeek.com/tiffany-tickets/kirkland-washington-kirkland-performance-center-2024-03-15-7-pm/concert/6226038
Glenn Miller Orchestra;Benaroya Hall;200 University Street;98101;Seattle;WA;;2024-03-15;20:00;81;189;https://seatgeek.com/glenn-miller-orchestra-tickets/seattle-washington-benaroya-hall-2024-03-15-8-pm/concert/6231383
Ricky Montgomery;The Showbox;1426 1st Ave;98101;Seattle;WA;;2024-03-16;19:30;77;1163;https://seatgeek.com/ricky-montgomery-tickets/seattle-washington-the-showbox-2024-03-16-7-30-pm/concert/6208228
Warren Zeiders;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2024-03-16;20:00;75;1119;https://seatgeek.com/warren-zeiders-tickets/seattle-washington-showbox-sodo-2024-03-16-8-pm/concert/6250625
Big Something with The Ries Brothers (21+);Tractor Tavern;5213 Ballard Ave NW;98107;Seattle;WA;;2024-03-16;21:00;52;52;https://seatgeek.com/big-something-tickets/seattle-washington-tractor-tavern-2024-03-16-9-pm/concert/6168269
Umphrey's McGee (21+);The Showbox;1426 1st Ave;98101;Seattle;WA;;2024-03-17;20:00;76;451;https://seatgeek.com/umphrey-s-mcgee-tickets/seattle-washington-the-showbox-2024-03-17-8-pm/concert/6238653
Briston Maroney with snarls;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-03-18;20:00;52;557;https://seatgeek.com/briston-maroney-tickets/seattle-washington-neptune-theatre-wa-2024-03-18-8-pm/concert/6186987
Briston Maroney with snarls;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-03-19;20:00;48;220;https://seatgeek.com/briston-maroney-tickets/seattle-washington-neptune-theatre-wa-2024-03-19-8-pm/concert/6194794
MANIA: The ABBA Tribute;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-03-20;19:30;55;1789;https://seatgeek.com/abba-mania-tickets/seattle-washington-neptune-theatre-wa-2024-03-20-7-30-pm/concert/6025906
Dadi Freyr (21+);Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2024-03-22;21:00;70;1119;https://seatgeek.com/dadi-freyr-tickets/seattle-washington-showbox-sodo-2024-03-22-9-pm/concert/6222851
Alkaline Trio;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2024-03-23;20:00;70;451;https://seatgeek.com/alkaline-trio-tickets/seattle-washington-showbox-sodo-2024-03-23-8-pm/concert/6240105
Jhayco;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2024-03-23;20:00;84;701;https://seatgeek.com/jhayco-1-tickets/seattle-washington-moore-theatre-2024-03-23-8-pm/concert/6253388
DakhaBrakha;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2024-03-28;19:30;53;153;https://seatgeek.com/dakhabrakha-tickets/seattle-washington-moore-theatre-2024-03-28-7-30-pm/concert/6184949
HEALTH with Pixel Grip;The Showbox;1426 1st Ave;98101;Seattle;WA;;2024-03-28;20:30;53;491;https://seatgeek.com/health-tickets/seattle-washington-the-showbox-2024-03-28-8-30-pm/concert/6217978
Tim McGraw with Carly Pearce;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2024-03-29;19:00;62;3127;https://seatgeek.com/tim-mcgraw-tickets/seattle-washington-climate-pledge-arena-3-2024-03-29-7-pm/concert/6106101
Sleater-Kinney (21+);The Showbox;1426 1st Ave;98101;Seattle;WA;;2024-04-02;20:30;70;495;https://seatgeek.com/sleater-kinney-tickets/seattle-washington-the-showbox-2024-04-02-8-30-pm/concert/6214083
Matt Maltese;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-04-03;20:00;50;557;https://seatgeek.com/matt-maltese-tickets/seattle-washington-neptune-theatre-wa-2024-04-03-8-pm/concert/6202637
Sleater-Kinney (21+);The Showbox;1426 1st Ave;98101;Seattle;WA;;2024-04-03;20:30;70;428;https://seatgeek.com/sleater-kinney-tickets/seattle-washington-the-showbox-2024-04-03-8-30-pm/concert/6214086
Luis Miguel;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2024-04-04;20:00;106;10866;https://seatgeek.com/luis-miguel-tickets/seattle-washington-climate-pledge-arena-3-2024-04-04-8-pm/concert/6111285
Brutus (21+);Neumos;925 East Pike Street;98122;Seattle;WA;;2024-04-07;19:00;49;557;https://seatgeek.com/brutus-tickets/seattle-washington-neumos-2024-04-07-7-pm/concert/6183182
Kronos Quartet;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2024-04-11;19:30;71;166;https://seatgeek.com/kronos-quartet-tickets/seattle-washington-moore-theatre-2024-04-11-7-30-pm/concert/6063454
Booker T. Jones;Kirkland Performance Center;350 Kirkland Avenue;98033;Kirkland;WA;;2024-04-12;19:00;189;193;https://seatgeek.com/booker-t-jones-tickets/kirkland-washington-kirkland-performance-center-2024-04-12-7-pm/concert/6230354
BoyWithUke;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2024-04-12;20:00;65;1163;https://seatgeek.com/boywithuke-tickets/seattle-washington-showbox-sodo-2024-04-12-8-pm/concert/6251220
Andres Cepeda;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-04-15;19:30;79;173;https://seatgeek.com/andres-cepeda-tickets/seattle-washington-neptune-theatre-wa-2024-04-15-7-30-pm/concert/6225688
BoyWithUke;Admiral Theatre;515 Pacific Avenue;98337;Bremerton;WA;;2024-04-19;20:00;47;154;https://seatgeek.com/boywithuke-tickets/bremerton-washington-admiral-theatre-2024-04-19-8-pm/concert/6255255
Distant Worlds: Music From Final Fantasy;McCaw Hall;321 Mercer Street;98109;Seattle;WA;;2024-01-19;20:00;128;406;https://seatgeek.com/distant-worlds-tickets/seattle-washington-mccaw-hall-2024-01-19-8-pm/concert/6229140
Distant Worlds: Music From Final Fantasy;McCaw Hall;321 Mercer Street;98109;Seattle;WA;;2024-01-20;20:00;105;1834;https://seatgeek.com/final-fantasy-tickets/seattle-washington-mccaw-hall-2024-01-20-8-pm/concert/6184781
Slaughter Beach, Dog;The Showbox;1426 1st Ave;98101;Seattle;WA;;2024-01-20;21:00;58;451;https://seatgeek.com/slaughter-beach-dog-tickets/seattle-washington-the-showbox-2024-01-20-9-pm/concert/6162056
Qveen Herby;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2024-01-21;18:00;77;223;https://seatgeek.com/qveen-herby-tickets/seattle-washington-the-crocodile-2-2024-01-21-6-pm/concert/6255090
Jill Andrews (21+);Tractor Tavern;5213 Ballard Ave NW;98107;Seattle;WA;;2024-01-23;20:00;40;40;https://seatgeek.com/jill-andrews-tickets/seattle-washington-tractor-tavern-2024-01-23-8-pm/concert/6253327
DJ Shadow;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-01-24;20:00;132;132;https://seatgeek.com/dj-shadow-tickets/seattle-washington-neptune-theatre-wa-2024-01-24-8-pm/concert/6256174
Buck Meek (21+);The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2024-01-24;20:00;47;76;https://seatgeek.com/buck-meek-tickets/seattle-washington-the-crocodile-2-2024-01-24-8-pm/concert/6099106
Martin Sexton;Kirkland Performance Center;350 Kirkland Avenue;98033;Kirkland;WA;;2024-01-25;19:00;90;326;https://seatgeek.com/martin-sexton-tickets/kirkland-washington-kirkland-performance-center-2024-01-25-7-pm/concert/6226035
Dar Williams with Amy Ray;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-01-25;20:00;81;582;https://seatgeek.com/dar-williams-tickets/seattle-washington-neptune-theatre-wa-2024-01-25-8-pm/concert/6174170
Super Diamond - The Neil Diamond Tribute Band;The Showbox;1426 1st Ave;98101;Seattle;WA;;2024-01-26;21:00;71;77;https://seatgeek.com/super-diamond-the-neil-diamond-tribute-band-1-tickets/seattle-washington-the-showbox-2024-01-26-9-pm/concert/6045202
moe.;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-01-27;20:00;65;111;https://seatgeek.com/moe-tickets/seattle-washington-neptune-theatre-wa-2024-01-27-8-pm/concert/6249828
G3 with Joe Satriani, Eric Johnson and Steve Vai;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2024-01-31;19:30;88;1235;https://seatgeek.com/g3-tickets/seattle-washington-moore-theatre-2024-01-31-7-30-pm/concert/6175036
JP Saxe;The Showbox;1426 1st Ave;98101;Seattle;WA;;2024-01-31;20:30;55;557;https://seatgeek.com/jp-saxe-tickets/seattle-washington-the-showbox-2024-01-31-8-30-pm/concert/6144658
Excision (18+);Tacoma Dome;2727 East D Street;98421;Tacoma;WA;;2024-02-02;17:30;136;556;https://seatgeek.com/excision-tickets/tacoma-washington-tacoma-dome-2024-02-02-5-30-pm/concert/6177908
Foghat;Admiral Theatre;515 Pacific Avenue;98337;Bremerton;WA;;2024-02-02;19:30;58;169;https://seatgeek.com/foghat-tickets/bremerton-washington-admiral-theatre-2024-02-02-7-30-pm/concert/6231440
The Elovaters with Shwayze;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-02-02;20:00;46;643;https://seatgeek.com/the-elovaters-tickets/seattle-washington-neptune-theatre-wa-2024-02-02-8-pm/concert/6183307
Excision - 3 Day Pass (18+);Tacoma Dome;2727 East D Street;98421;Tacoma;WA;;2024-02-03;03:30;683;723;https://seatgeek.com/excision-tickets/tacoma-washington-tacoma-dome-2024-02-03-3-30-am/concert/6164911
Excision - Friday Pass (18+);Tacoma Dome;2727 East D Street;98421;Tacoma;WA;;2024-02-03;18:00;160;609;https://seatgeek.com/excision-tickets/tacoma-washington-tacoma-dome-2024-02-03-6-pm/concert/6164905
Cold War Kids with Hovvdy;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2024-02-03;20:00;72;549;https://seatgeek.com/cold-war-kids-tickets/seattle-washington-moore-theatre-2024-02-03-8-pm/concert/6177617
Excision - Saturday Pass (18+);Tacoma Dome;2727 East D Street;98421;Tacoma;WA;;2024-02-04;18:00;107;414;https://seatgeek.com/excision-tickets/tacoma-washington-tacoma-dome-2024-02-04-6-pm/concert/6164907
Neck Deep;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2024-02-05;19:00;75;521;https://seatgeek.com/neck-deep-tickets/seattle-washington-showbox-sodo-2024-02-05-7-pm/concert/6219922
Thursday with Rival School and Many Eyes;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2024-02-05;19:00;86;246;https://seatgeek.com/thursday-tickets/seattle-washington-the-crocodile-2-2024-02-05-7-pm/concert/6225064
The Kills;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2024-02-07;20:00;81;469;https://seatgeek.com/the-kills-tickets/seattle-washington-showbox-sodo-2024-02-07-8-pm/concert/6248863
Gov't Mule;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2024-02-09;20:00;81;328;https://seatgeek.com/gov-t-mule-tickets/seattle-washington-moore-theatre-2024-02-09-8-pm/concert/6223472
Mayer Hawthorne;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-02-09;20:00;56;491;https://seatgeek.com/mayer-hawthorne-tickets/seattle-washington-neptune-theatre-wa-2024-02-09-8-pm/concert/6202639
The Temptations;Paramount Theatre - WA;911 Pine Street;98101;Seattle;WA;;2024-02-10;20:00;68;573;https://seatgeek.com/the-temptations-tickets/seattle-washington-paramount-theatre-wa-2024-02-10-8-pm/concert/6012083
Postmodern Jukebox;Paramount Theatre - WA;911 Pine Street;98101;Seattle;WA;;2024-02-11;20:00;58;397;https://seatgeek.com/postmodern-jukebox-tickets/seattle-washington-paramount-theatre-wa-2024-02-11-8-pm/concert/6202977
Eliades Ochoa;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2024-02-13;19:30;51;252;https://seatgeek.com/eliades-ochoa-tickets/seattle-washington-moore-theatre-2024-02-13-7-30-pm/concert/6063460
Silversun Pickups;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2024-02-15;20:00;60;972;https://seatgeek.com/silversun-pickups-tickets/seattle-washington-moore-theatre-2024-02-15-8-pm/concert/6248522
Maddie Zahm;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-02-15;20:00;50;491;https://seatgeek.com/maddie-zahm-tickets/seattle-washington-neptune-theatre-wa-2024-02-15-8-pm/concert/6211981
The Beaches;Neumos;925 East Pike Street;98122;Seattle;WA;;2024-02-15;20:00;55;439;https://seatgeek.com/the-beaches-tickets/seattle-washington-neumos-2024-02-15-8-pm/concert/6255069
Sunny Sweeney (21+);Tractor Tavern;5213 Ballard Ave NW;98107;Seattle;WA;;2024-02-15;20:00;57;57;https://seatgeek.com/sunny-sweeney-tickets/seattle-washington-tractor-tavern-2024-02-15-8-pm/concert/6127857
Feist;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2024-02-16;20:00;74;451;https://seatgeek.com/feist-tickets/seattle-washington-showbox-sodo-2024-02-16-8-pm/concert/6249631
Lukas Graham;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-02-16;20:00;62;549;https://seatgeek.com/lukas-graham-tickets/seattle-washington-neptune-theatre-wa-2024-02-16-8-pm/concert/6176520
Cory Wong;Paramount Theatre - WA;911 Pine Street;98101;Seattle;WA;;2024-02-16;20:00;55;776;https://seatgeek.com/cory-wong-tickets/seattle-washington-paramount-theatre-wa-2024-02-16-8-pm/concert/6146043
The Beaches;Neumos;925 East Pike Street;98122;Seattle;WA;;2024-02-16;20:00;75;313;https://seatgeek.com/the-beaches-tickets/seattle-washington-neumos-2024-02-16-8-pm/concert/6233098
TobyMac with Cory Asbury, Mac Powell, Tasha Layton, John Reddick, and Terrian;ShoWare Center;625 West James Street;98032;Kent;WA;;2024-02-17;19:00;56;352;https://seatgeek.com/tobymac-tickets/kent-washington-showare-center-2024-02-17-7-pm/concert/6179911
The Devil Wears Prada and Fit For A King;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2024-02-17;19:00;59;469;https://seatgeek.com/the-devil-wears-prada-tickets/seattle-washington-showbox-sodo-2024-02-17-7-pm/concert/6249741
Madonna (Rescheduled from 7/18/2023);Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2024-02-17;20:30;107;3683;https://seatgeek.com/madonna-tickets/seattle-washington-climate-pledge-arena-3-2024-02-17-8-30-pm/concert/5915065
Madonna (Rescheduled from 7/19/2023);Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2024-02-18;20:30;105;11692;https://seatgeek.com/madonna-tickets/seattle-washington-climate-pledge-arena-3-2024-02-18-8-30-pm/concert/5920537
Em Beihold;Neumos;925 East Pike Street;98122;Seattle;WA;;2024-02-22;19:00;54;451;https://seatgeek.com/em-beihold-tickets/seattle-washington-neumos-2024-02-22-7-pm/concert/6232758
Katy Kirby;Barboza;925 East Pike Street;98122;Seattle;WA;;2024-02-22;19:00;52;80;https://seatgeek.com/katy-kirby-tickets/seattle-washington-barboza-2024-02-22-7-pm/concert/6249649
Mahalia;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-02-22;20:00;56;474;https://seatgeek.com/mahalia-tickets/seattle-washington-neptune-theatre-wa-2024-02-22-8-pm/concert/6211982
The Hotelier and Foxing;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2024-02-23;17:45;49;173;https://seatgeek.com/the-hotelier-tickets/seattle-washington-the-crocodile-2-2024-02-23-5-45-pm/concert/6064910
COBRAH;Neumos;925 East Pike Street;98122;Seattle;WA;;2024-02-23;20:00;73;468;https://seatgeek.com/cobrah-tickets/seattle-washington-neumos-2024-02-23-8-pm/concert/6242507
Dorian Electra with Frost Children;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-02-23;20:00;57;451;https://seatgeek.com/dorian-electra-tickets/seattle-washington-neptune-theatre-wa-2024-02-23-8-pm/concert/6225687
The Music of David Bowie for Kids;Benaroya Hall;200 University Street;98101;Seattle;WA;;2024-02-23;20:00;85;183;https://seatgeek.com/the-music-of-david-bowie-for-kids-tickets/seattle-washington-benaroya-hall-2024-02-23-8-pm/concert/6177555
Sarah Jarosz;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2024-02-24;18:00;57;134;https://seatgeek.com/sarah-jarosz-tickets/seattle-washington-the-crocodile-2-2024-02-24-6-pm/concert/6220001
Eli Young Band;Admiral Theatre;515 Pacific Avenue;98337;Bremerton;WA;;2024-02-24;19:30;63;182;https://seatgeek.com/eli-young-band-tickets/bremerton-washington-admiral-theatre-2024-02-24-7-30-pm/concert/6226861
Kitchen Dwellers;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2024-02-24;20:00;49;451;https://seatgeek.com/kitchen-dwellers-tickets/seattle-washington-neptune-theatre-wa-2024-02-24-8-pm/concert/6249829
Dance Yourself Clean;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-12-09;21:00;17;165;https://seatgeek.com/dance-yourself-clean-tickets/seattle-washington-chop-suey-2023-12-09-9-pm/concert/6168707
Tower of Power;Tulalip Resort Casino;10200 Quil Ceda Blvd;98271;Tulalip;WA;;2023-12-10;20:00;86;435;https://seatgeek.com/tower-of-power-tickets/tulalip-washington-tulalip-resort-casino-2023-12-10-8-pm/concert/6205562
CloZee;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-12-10;20:00;63;467;https://seatgeek.com/clozee-tickets/seattle-washington-showbox-sodo-2023-12-10-8-pm/concert/6060976
Dylan Matthew (Rescheduled from 10/20/2023);Neumos;925 East Pike Street;98122;Seattle;WA;;2023-12-11;18:00;49;1202;https://seatgeek.com/dylan-matthew-tickets/seattle-washington-neumos-2023-12-11-6-pm/concert/6113538
Jeff Rosenstock with Small Crush;The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-12-11;19:00;60;481;https://seatgeek.com/jeff-rosenstock-tickets/seattle-washington-the-showbox-2023-12-11-7-pm/concert/6035314
Cattle Decapitation;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-12-11;19:00;61;162;https://seatgeek.com/cattle-decapitation-tickets/seattle-washington-the-crocodile-2-2023-12-11-7-pm/concert/6112163
Armor For Sleep;El Corazon;109 Eastlake Ave E;98109;Seattle;WA;;2023-12-11;19:30;61;524;https://seatgeek.com/armor-for-sleep-tickets/seattle-washington-el-corazon-2023-12-11-7-30-pm/concert/6106405
Devendra Banhart;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-12-12;20:00;54;451;https://seatgeek.com/devendra-banhart-tickets/seattle-washington-neptune-theatre-wa-2023-12-12-8-pm/concert/6058620
The Midtown Men;Kirkland Performance Center;350 Kirkland Avenue;98033;Kirkland;WA;;2023-12-13;19:00;143;177;https://seatgeek.com/the-midtown-men-tickets/kirkland-washington-kirkland-performance-center-2023-12-13-7-pm/concert/6254571
Mariachi Sol de Mexico;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-12-13;19:30;58;564;https://seatgeek.com/mariachi-sol-de-mexico-tickets/seattle-washington-moore-theatre-2023-12-13-7-30-pm/concert/6063465
Grieves;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-12-14;19:00;51;144;https://seatgeek.com/grieves-tickets/seattle-washington-the-crocodile-2-2023-12-14-7-pm/concert/6255677
Paul Cauthen (21+);The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-12-14;20:30;80;524;https://seatgeek.com/paul-cauthen-tickets/seattle-washington-the-showbox-2023-12-14-8-30-pm/concert/6113476
The Midtown Men;Admiral Theatre;515 Pacific Avenue;98337;Bremerton;WA;;2023-12-15;19:30;59;167;https://seatgeek.com/the-midtown-men-tickets/bremerton-washington-admiral-theatre-2023-12-15-7-30-pm/concert/6231442
Ginger Root;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-12-15;20:00;63;524;https://seatgeek.com/ginger-root-tickets/seattle-washington-neptune-theatre-wa-2023-12-15-8-pm/concert/6174169
Cayucas (21+);Nectar Lounge;412 North 36th Street;98103;Seattle;WA;;2023-12-16;20:00;45;123;https://seatgeek.com/cayucas-tickets/seattle-washington-nectar-lounge-2023-12-16-8-pm/concert/6128081
Dance Yourself Clean;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-12-16;21:00;17;164;https://seatgeek.com/dance-yourself-clean-tickets/seattle-washington-chop-suey-2023-12-16-9-pm/concert/6168704
Apashe;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-12-16;22:00;83;467;https://seatgeek.com/apashe-tickets/seattle-washington-showbox-sodo-2023-12-16-10-pm/concert/6118792
Matt Rogers;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-12-19;20:00;66;558;https://seatgeek.com/matt-rogers-tickets/seattle-washington-moore-theatre-2023-12-19-8-pm/concert/6220240
Portland Cello Project;Kirkland Performance Center;350 Kirkland Avenue;98033;Kirkland;WA;;2023-12-21;19:00;88;177;https://seatgeek.com/portland-cello-project-tickets/kirkland-washington-kirkland-performance-center-2023-12-21-7-pm/concert/6254570
Zakk Sabbath with The Native Howl;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-12-21;19:30;77;474;https://seatgeek.com/zakk-sabbath-tickets/seattle-washington-neptune-theatre-wa-2023-12-21-7-30-pm/concert/6214777
Macklemore & Ryan Lewis;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-12-21;19:30;60;1754;https://seatgeek.com/macklemore-ryan-lewis-tickets/seattle-washington-climate-pledge-arena-3-2023-12-21-7-30-pm/concert/6047598
The Jinkx and Dela Holiday Show - Seattle;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-12-21;20:00;82;962;https://seatgeek.com/jinkx-monsoon-tickets/seattle-washington-moore-theatre-2023-12-21-8-pm/concert/6094684
Macklemore & Ryan Lewis;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-12-22;19:30;65;1190;https://seatgeek.com/macklemore-ryan-lewis-tickets/seattle-washington-climate-pledge-arena-3-2023-12-22-7-30-pm/concert/6051788
The Jinkx and Dela Holiday Show - Seattle;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-12-22;20:00;75;711;https://seatgeek.com/jinkx-monsoon-tickets/seattle-washington-moore-theatre-2023-12-22-8-pm/concert/6094685
The Jinkx and Dela Holiday Show - Seattle;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-12-23;20:00;82;711;https://seatgeek.com/jinkx-monsoon-tickets/seattle-washington-moore-theatre-2023-12-23-8-pm/concert/6094687
Dance Yourself Clean;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-12-23;21:00;17;158;https://seatgeek.com/dance-yourself-clean-tickets/seattle-washington-chop-suey-2023-12-23-9-pm/concert/6168703
The Jinkx and Dela Holiday Show - Seattle;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-12-24;15:00;82;711;https://seatgeek.com/jinkx-monsoon-tickets/seattle-washington-moore-theatre-2023-12-24-3-pm/concert/6094689
Samantha Fish;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-12-29;18:00;69;163;https://seatgeek.com/samantha-fish-tickets/seattle-washington-the-crocodile-2-2023-12-29-6-pm/concert/6255679
Samantha Fish;Admiral Theatre;515 Pacific Avenue;98337;Bremerton;WA;;2023-12-30;19:30;54;134;https://seatgeek.com/samantha-fish-tickets/bremerton-washington-admiral-theatre-2023-12-30-7-30-pm/concert/6218392
The Bridge City Sinners;McMenamins Elks Temple;565 Broadway;98402;Tacoma;WA;;2023-12-30;20:00;63;109;https://seatgeek.com/the-bridge-city-sinners-tickets/tacoma-washington-mcmenamins-elks-temple-2023-12-30-8-pm/concert/6232216
MxPx with Diesel Boy;The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-12-30;20:30;61;544;https://seatgeek.com/mxpx-tickets/seattle-washington-the-showbox-2023-12-30-8-30-pm/concert/6220916
Dance Yourself Clean;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-12-30;21:00;17;158;https://seatgeek.com/dance-yourself-clean-tickets/seattle-washington-chop-suey-2023-12-30-9-pm/concert/6168705
Heart;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-12-31;20:00;101;9024;https://seatgeek.com/heart-tickets/seattle-washington-climate-pledge-arena-3-2023-12-31-8-pm/concert/6250495
The Motet with Too Many Zooz;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-12-31;20:45;70;563;https://seatgeek.com/the-motet-tickets/seattle-washington-neptune-theatre-wa-2023-12-31-8-45-pm/concert/6209280
Heart By Heart;Suquamish Clearwater Casino Resort Event Lawn;15347 Suquamish Way NE;98392;Suquamish;WA;;2023-12-31;21:00;61;131;https://seatgeek.com/heart-by-heart-tickets/suquamish-washington-suquamish-clearwater-casino-resort-event-lawn-2023-12-31-9-pm/concert/6171518
Black Flag;El Corazon;109 Eastlake Ave E;98109;Seattle;WA;;2024-01-03;20:00;66;545;https://seatgeek.com/black-flag-tickets/seattle-washington-el-corazon-2024-01-03-8-pm/concert/6230897
Sonic Symphony;Paramount Theatre - WA;911 Pine Street;98101;Seattle;WA;;2024-01-05;20:00;89;528;https://seatgeek.com/sonic-symphony-tickets/seattle-washington-paramount-theatre-wa-2024-01-05-8-pm/concert/6091754
Uptown Funk;Suquamish Clearwater Casino Resort Event Lawn;15347 Suquamish Way NE;98392;Suquamish;WA;;2024-01-06;20:00;41;62;https://seatgeek.com/uptown-funk-tickets/suquamish-washington-suquamish-clearwater-casino-resort-event-lawn-2024-01-06-8-pm/concert/6233790
Joe List;Tacoma Comedy Club;933 Market Street;98402;Tacoma;WA;;2024-01-11;19:30;108;178;https://seatgeek.com/joe-list-tickets/tacoma-washington-tacoma-comedy-club-2024-01-11-7-30-pm/concert/6190128
Joe List;Tacoma Comedy Club;933 Market Street;98402;Tacoma;WA;;2024-01-12;19:30;108;190;https://seatgeek.com/joe-list-tickets/tacoma-washington-tacoma-comedy-club-2024-01-12-7-30-pm/concert/6190127
Dru Hill;Emerald Queen Casino;2102 Alexander Ave;98404;Tacoma;WA;;2024-01-12;20:30;71;604;https://seatgeek.com/dru-hill-tickets/tacoma-washington-emerald-queen-casino-2024-01-12-8-30-pm/concert/6253481
Joe List;Tacoma Comedy Club;933 Market Street;98402;Tacoma;WA;;2024-01-12;22:15;108;179;https://seatgeek.com/joe-list-tickets/tacoma-washington-tacoma-comedy-club-2024-01-12-10-15-pm/concert/6190126
Joe List;Tacoma Comedy Club;933 Market Street;98402;Tacoma;WA;;2024-01-13;19:00;108;179;https://seatgeek.com/joe-list-tickets/tacoma-washington-tacoma-comedy-club-2024-01-13-7-pm/concert/6190125
